Goal x, Goal y, Goal z, 
-5.5, -6, 1.45072
-5.36687, -5.91125, 1.45142
-5.23375, -5.8225, 1.45212
-5.10062, -5.73375, 1.45283
-4.96749, -5.645, 1.45353
-4.83436, -5.55625, 1.45423
-4.70124, -5.4675, 1.45493
-4.6846, -5.4564, 1.45502
-4.66796, -5.44531, 1.45511
-4.50938, -5.43047, 1.43982
-4.3508, -5.41564, 1.42453
-4.19223, -5.40081, 1.40924
-4.03365, -5.38597, 1.39395
-3.87508, -5.37114, 1.37866
-3.7165, -5.35631, 1.36337
-3.69668, -5.35445, 1.36146
-3.67686, -5.3526, 1.35955
-3.54402, -5.26344, 1.3614
-3.41118, -5.17427, 1.36324
-3.27834, -5.08511, 1.36509
-3.1455, -4.99595, 1.36694
-3.01266, -4.90678, 1.36878
-2.87982, -4.81762, 1.37063
-2.86321, -4.80648, 1.37086
-2.84661, -4.79533, 1.37109
-2.73115, -4.68456, 1.37126
-2.6157, -4.57378, 1.37143
-2.50025, -4.46301, 1.3716
-2.3848, -4.35224, 1.37177
-2.26934, -4.24147, 1.37194
-2.15389, -4.13069, 1.37211
-2.13946, -4.11685, 1.37213
-2.12503, -4.103, 1.37215
-2.06899, -3.95314, 1.37382
-2.01296, -3.80329, 1.37549
-1.95692, -3.65343, 1.37715
-1.90089, -3.50357, 1.37882
-1.84485, -3.35371, 1.38048
-1.78881, -3.20386, 1.38215
-1.78181, -3.18512, 1.38236
-1.77481, -3.16639, 1.38257
-1.89193, -3.058, 1.37103
-2.00906, -2.94962, 1.3595
-2.12619, -2.84123, 1.34796
-2.24332, -2.73284, 1.33642
-2.36045, -2.62446, 1.32489
-2.47758, -2.51607, 1.31335
-2.49222, -2.50252, 1.31191
-2.50686, -2.48897, 1.31047
-2.64002, -2.40037, 1.30603
-2.77317, -2.31177, 1.30159
-2.90633, -2.22317, 1.29715
-3.03948, -2.13457, 1.2927
-3.17264, -2.04597, 1.28826
-3.30579, -1.95737, 1.28382
-3.32243, -1.94629, 1.28327
-3.33908, -1.93522, 1.28271
