start-time,duration,end-time
260.945,2.7999999999999998,263.745
388.995,3.2200000000000002,392.215
402.085,2.8700000000000001,404.955
428.405,0.48999999999999999,428.895
428.965,0.070000000000000007,429.035
429.175,1.8200000000000001,430.995
495.615,2.8050000000000002,498.42
555.47,5.3250000000000002,560.795
836.98,3.3599999999999999,840.34
904.81,3.4300000000000002,908.24
