Goal x, Goal y, Goal z, 
2, -4.6, 1.05203
1.95537, -4.75349, 1.05899
1.91075, -4.90698, 1.06596
1.86612, -5.06048, 1.07293
1.82149, -5.21397, 1.0799
1.77687, -5.36746, 1.08687
1.73224, -5.52095, 1.09383
1.72666, -5.54014, 1.0947
1.72108, -5.55933, 1.09557
1.63099, -5.69148, 1.10001
1.5409, -5.82363, 1.10444
1.4508, -5.95578, 1.10888
1.36071, -6.08793, 1.11331
1.27062, -6.22008, 1.11775
1.26211, -6.23256, 1.11817
1.12108, -6.30783, 1.12488
0.980046, -6.3831, 1.13159
0.839016, -6.45837, 1.1383
0.697986, -6.53364, 1.14501
0.556956, -6.60891, 1.15173
0.415926, -6.68418, 1.15844
0.398297, -6.69359, 1.15928
0.380669, -6.703, 1.16011
0.254511, -6.76631, 1.23546
0.128354, -6.82961, 1.3108
0.00219688, -6.89292, 1.38615
-0.12396, -6.95622, 1.46149
-0.250118, -7.01953, 1.53683
-0.376275, -7.08284, 1.61218
-0.392045, -7.09075, 1.6216
-0.407814, -7.09866, 1.63101
-0.534373, -7.00079, 1.63325
-0.660932, -6.90293, 1.63549
-0.78749, -6.80506, 1.63773
-0.914049, -6.70719, 1.63997
-1.04061, -6.60933, 1.6422
-1.16717, -6.51146, 1.64444
-1.18299, -6.49923, 1.64472
-1.19881, -6.48699, 1.645
-1.33609, -6.56868, 1.63598
-1.47337, -6.65036, 1.62697
-1.61065, -6.73205, 1.61795
-1.74793, -6.81374, 1.60894
-1.88521, -6.89542, 1.59992
-2.02249, -6.97711, 1.5909
-2.03965, -6.98732, 1.58978
-2.05681, -6.99753, 1.58865
-1.89812, -7.00807, 1.57117
-1.73943, -7.01861, 1.55369
-1.58074, -7.02915, 1.53622
-1.42204, -7.03969, 1.51874
-1.26335, -7.05022, 1.50126
-1.10466, -7.06076, 1.48379
-1.08482, -7.06208, 1.4816
-1.06498, -7.0634, 1.47942
-0.90526, -7.07224, 1.4762
-0.745537, -7.08108, 1.47299
-0.585814, -7.08992, 1.46978
-0.42609, -7.09876, 1.46656
-0.266367, -7.1076, 1.46335
-0.106644, -7.11644, 1.46014
-0.0866783, -7.11754, 1.45974
-0.0667129, -7.11865, 1.45934
0.0917478, -7.1113, 1.43845
0.250209, -7.10396, 1.41756
0.408669, -7.09662, 1.39667
0.56713, -7.08927, 1.37579
0.725591, -7.08193, 1.3549
0.884051, -7.07458, 1.33401
0.903859, -7.07367, 1.3314
0.923667, -7.07275, 1.32879
0.997167, -6.96148, 1.24038
1.07067, -6.85021, 1.15197
1.14417, -6.73894, 1.06356
1.21767, -6.62767, 0.975145
1.29117, -6.5164, 0.886733
1.36467, -6.40513, 0.798322
1.37386, -6.39122, 0.78727
1.38305, -6.37731, 0.776219
1.45491, -6.2344, 0.772832
1.52678, -6.09149, 0.769445
1.59865, -5.94858, 0.766058
1.67051, -5.80566, 0.762671
1.74238, -5.66275, 0.759284
1.81425, -5.51984, 0.755897
1.82323, -5.50198, 0.755474
1.83221, -5.48411, 0.75505
1.76982, -5.38301, 0.7068
1.70743, -5.2819, 0.65855
1.64505, -5.18079, 0.6103
1.58266, -5.07968, 0.562049
1.52027, -4.97858, 0.513799
1.51438, -4.96904, 0.509246
1.40021, -4.87898, 0.575992
1.28604, -4.78893, 0.642738
1.17187, -4.69887, 0.709485
1.0577, -4.60882, 0.776231
0.943526, -4.51876, 0.842977
0.829355, -4.42871, 0.909723
0.815083, -4.41745, 0.918066
0.800812, -4.40619, 0.926409
0.647987, -4.359, 0.930586
0.495163, -4.31181, 0.934762
0.342338, -4.26461, 0.938938
0.189514, -4.21742, 0.943115
0.0366894, -4.17022, 0.947291
-0.116135, -4.12303, 0.951468
-0.135238, -4.11713, 0.95199
-0.154341, -4.11123, 0.952512
-0.191099, -4.10808, 1.1082
-0.227856, -4.10493, 1.26389
-0.264613, -4.10177, 1.41958
-0.301371, -4.09862, 1.57527
-0.338128, -4.09547, 1.73095
-0.374886, -4.09231, 1.88664
-0.37948, -4.09192, 1.9061
-0.384075, -4.09153, 1.92557
-0.535816, -4.13763, 1.94675
-0.687556, -4.18374, 1.96793
-0.839297, -4.22985, 1.98911
-0.991038, -4.27596, 2.0103
-1.14278, -4.32207, 2.03148
-1.29452, -4.36818, 2.05266
-1.31349, -4.37395, 2.05531
-1.33245, -4.37971, 2.05796
-1.46886, -4.42859, 1.99011
-1.60527, -4.47747, 1.92227
-1.74168, -4.52636, 1.85442
-1.87809, -4.57524, 1.78658
-2.0145, -4.62412, 1.71874
-2.15091, -4.67301, 1.65089
-2.16796, -4.67912, 1.64241
-2.18502, -4.68523, 1.63393
-2.3405, -4.65371, 1.61316
-2.49598, -4.62219, 1.5924
-2.65147, -4.59067, 1.57163
-2.80695, -4.55915, 1.55086
-2.96244, -4.52763, 1.53009
-3.11792, -4.49611, 1.50933
-3.13736, -4.49217, 1.50673
-3.15679, -4.48823, 1.50413
-3.30812, -4.46237, 1.54919
-3.45945, -4.4365, 1.59424
-3.61078, -4.41064, 1.63929
-3.76212, -4.38477, 1.68435
-3.91345, -4.35891, 1.7294
-4.06478, -4.33304, 1.77445
-4.0837, -4.32981, 1.78009
-4.10261, -4.32657, 1.78572
-4.21661, -4.25976, 1.69549
-4.3306, -4.19294, 1.60527
-4.4446, -4.12613, 1.51504
-4.5586, -4.05931, 1.42482
-4.67259, -3.99249, 1.33459
-4.78659, -3.92568, 1.24437
-4.80084, -3.91733, 1.23309
-4.81509, -3.90897, 1.22181
-4.78483, -3.86722, 1.21444
-4.75458, -3.82547, 1.20707
-4.72433, -3.78372, 1.1997
-4.71676, -3.77328, 1.19786
-4.71384, -3.76924, 1.19714
-4.70954, -3.73655, 1.10601
-4.70524, -3.70387, 1.01488
-4.70094, -3.67118, 0.923742
-4.69664, -3.63849, 0.832607
-4.69288, -3.60989, 0.752865
-4.69273, -3.60877, 0.749751
-4.64432, -3.46468, 0.799683
-4.59592, -3.32058, 0.849615
-4.54751, -3.17649, 0.899548
-4.4991, -3.03239, 0.94948
-4.45069, -2.88829, 0.999412
-4.43859, -2.85227, 1.0119
-4.43858, -2.85225, 1.0119
-4.36799, -2.72901, 1.08558
-4.29739, -2.60577, 1.15925
-4.22679, -2.48253, 1.23292
-4.15619, -2.35929, 1.3066
-4.0856, -2.23605, 1.38027
-4.015, -2.11281, 1.45395
-4.00617, -2.0974, 1.46315
-3.99735, -2.082, 1.47236
-3.96522, -2.06209, 1.31689
-3.9331, -2.04218, 1.16142
-3.90098, -2.02227, 1.00595
-3.86885, -2.00237, 0.850473
-3.83673, -1.98246, 0.695001
-3.80461, -1.96255, 0.539528
-3.80059, -1.96006, 0.520094
-3.79658, -1.95757, 0.50066
-3.63814, -1.97823, 0.509148
-3.47971, -1.99889, 0.517636
-3.32128, -2.01955, 0.526124
-3.16284, -2.04021, 0.534612
-3.00441, -2.06087, 0.5431
-2.84598, -2.08153, 0.551588
-2.82617, -2.08411, 0.552649
-2.80637, -2.0867, 0.553711
-2.64638, -2.08599, 0.555341
-2.48639, -2.08528, 0.556972
-2.3264, -2.08457, 0.558603
-2.16641, -2.08387, 0.560234
-2.00642, -2.08316, 0.561865
-1.84643, -2.08245, 0.563496
-1.82643, -2.08236, 0.563699
-1.80643, -2.08228, 0.563903
-1.6471, -2.0915, 0.575274
-1.48777, -2.10072, 0.586645
-1.32844, -2.10994, 0.598016
-1.16912, -2.11917, 0.609388
-1.00979, -2.12839, 0.620759
-0.850458, -2.13761, 0.63213
-0.830542, -2.13876, 0.633551
-0.810626, -2.13992, 0.634973
-0.675512, -2.13584, 0.720574
-0.540398, -2.13177, 0.806176
-0.405284, -2.1277, 0.891778
-0.27017, -2.12363, 0.977379
-0.135056, -2.11955, 1.06298
5.78274e-05, -2.11548, 1.14858
0.0169471, -2.11497, 1.15928
0.0338363, -2.11446, 1.16998
0.0559045, -2.14232, 1.01398
0.0779727, -2.17017, 0.857976
0.100041, -2.19803, 0.701972
0.122109, -2.22588, 0.545969
0.122526, -2.22641, 0.54302
-0.0308888, -2.18136, 0.548881
-0.184304, -2.13631, 0.554742
-0.337719, -2.09126, 0.560603
-0.491134, -2.04621, 0.566464
-0.644549, -2.00116, 0.572325
-0.797964, -1.95611, 0.578186
-0.817141, -1.95048, 0.578918
-0.836318, -1.94485, 0.579651
-0.68419, -1.99424, 0.575519
-0.532061, -2.04364, 0.571387
-0.379933, -2.09303, 0.567255
-0.227805, -2.14243, 0.563123
-0.0756762, -2.19182, 0.558991
0.0764521, -2.24122, 0.554859
0.0954682, -2.24739, 0.554342
0.114484, -2.25357, 0.553826
0.266859, -2.29755, 0.574977
0.419233, -2.34154, 0.596129
0.571607, -2.38552, 0.61728
0.723982, -2.42951, 0.638432
0.876356, -2.47349, 0.659583
1.02873, -2.51748, 0.680734
1.04778, -2.52297, 0.683378
1.04778, -2.52297, 0.683378
0.895403, -2.47899, 0.662227
0.743029, -2.435, 0.641075
0.590654, -2.39102, 0.619924
0.43828, -2.34704, 0.598773
0.285905, -2.30305, 0.577621
0.133531, -2.25907, 0.55647
0.114484, -2.25357, 0.553826
1.06682, -2.52847, 0.686022
1.21915, -2.4935, 0.720268
1.37148, -2.45853, 0.754514
1.52381, -2.42355, 0.788759
1.67614, -2.38858, 0.823005
1.82847, -2.35361, 0.857251
1.9808, -2.31864, 0.891497
1.99984, -2.31426, 0.895777
2.01888, -2.30989, 0.900058
2.0983, -2.31884, 1.03867
2.17771, -2.32779, 1.17728
2.25713, -2.33673, 1.31589
2.33655, -2.34568, 1.4545
2.41596, -2.35463, 1.59311
2.49538, -2.36357, 1.73172
2.50002, -2.3641, 1.73982
2.40761, -2.23894, 1.77717
2.3152, -2.11377, 1.81452
2.22279, -1.98861, 1.85187
2.13038, -1.86345, 1.88922
2.03797, -1.73829, 1.92657
1.94556, -1.61313, 1.96392
1.934, -1.59748, 1.96858
1.92245, -1.58184, 1.97325
1.99076, -1.44207, 1.93586
2.05907, -1.3023, 1.89847
2.12738, -1.16252, 1.86109
2.19569, -1.02275, 1.8237
2.26399, -0.882982, 1.78631
2.3323, -0.743211, 1.74892
2.34084, -0.725739, 1.74424
2.34938, -0.708268, 1.73957
2.49068, -0.633568, 1.74696
2.63198, -0.558868, 1.75435
2.77328, -0.484169, 1.76174
2.91458, -0.409469, 1.76913
3.05587, -0.334769, 1.77652
3.19717, -0.260069, 1.78391
3.21483, -0.250732, 1.78483
3.2325, -0.241394, 1.78576
3.39149, -0.256421, 1.77595
3.55048, -0.271447, 1.76615
3.70947, -0.286474, 1.75635
3.86846, -0.3015, 1.74654
4.02745, -0.316527, 1.73674
4.18644, -0.331553, 1.72694
4.20632, -0.333432, 1.72571
4.22619, -0.33531, 1.72449
4.31008, -0.266972, 1.81333
4.32035, -0.258601, 1.82421
4.47493, -0.261549, 1.78303
4.62951, -0.264498, 1.74184
4.78409, -0.267447, 1.70065
4.93867, -0.270396, 1.65947
5.09325, -0.273345, 1.61828
5.24783, -0.276294, 1.57709
5.26716, -0.276663, 1.57195
5.28648, -0.277031, 1.5668
5.12869, -0.303553, 1.56736
4.97091, -0.330076, 1.56792
4.81312, -0.356598, 1.56848
4.65534, -0.38312, 1.56904
4.49755, -0.409643, 1.5696
4.33976, -0.436165, 1.57016
4.32004, -0.43948, 1.57023
4.30032, -0.442795, 1.5703
4.1632, -0.525222, 1.57259
4.02609, -0.607649, 1.57488
3.88897, -0.690076, 1.57717
3.75186, -0.772502, 1.57946
3.61474, -0.854929, 1.58176
3.47763, -0.937356, 1.58405
3.46049, -0.947659, 1.58434
3.44335, -0.957962, 1.58462
3.28627, -0.940038, 1.56004
3.12919, -0.922114, 1.53545
2.97211, -0.90419, 1.51087
2.81503, -0.886266, 1.48628
2.65795, -0.868341, 1.4617
2.50086, -0.850417, 1.43711
2.48123, -0.848177, 1.43404
2.46159, -0.845936, 1.43096
2.30667, -0.807549, 1.44209
2.15174, -0.769162, 1.45322
1.99681, -0.730775, 1.46434
1.84188, -0.692388, 1.47547
1.68696, -0.654001, 1.4866
1.53203, -0.615614, 1.49772
1.51266, -0.610816, 1.49911
1.4933, -0.606017, 1.5005
1.33648, -0.6309, 1.52023
1.17966, -0.655783, 1.53996
1.02284, -0.680665, 1.55969
0.866026, -0.705548, 1.57941
0.709209, -0.730431, 1.59914
0.552392, -0.755313, 1.61887
0.532789, -0.758424, 1.62133
0.513187, -0.761534, 1.6238
0.407185, -0.880353, 1.60813
0.301183, -0.999172, 1.59245
0.195181, -1.11799, 1.57678
0.0891791, -1.23681, 1.56111
-0.016823, -1.35563, 1.54543
-0.122825, -1.47445, 1.52976
-0.136075, -1.4893, 1.5278
-0.149325, -1.50415, 1.52584
-0.261917, -1.61636, 1.50763
-0.374508, -1.72858, 1.48942
-0.487099, -1.84079, 1.47121
-0.599691, -1.953, 1.453
-0.712282, -2.06521, 1.43479
-0.824873, -2.17742, 1.41658
-0.838947, -2.19145, 1.4143
-0.853021, -2.20548, 1.41203
